word,happiness_rank,happiness_average,happiness_standard_deviation,twitter_rank,google_rank,nyt_rank,lyrics_rank,in_twitter,in_google,in_nyt,in_lyrics,n_corpora,valence_band
fries,1263,6.52,1.3738,3652.0,,,,True,False,False,False,1,positive
growing,1264,6.52,0.9947,2051.0,1231.0,1242.0,1256.0,True,True,True,True,4,positive
guest,1265,6.52,1.5016,2200.0,,3070.0,,True,False,True,False,2,positive
incredibly,1266,6.52,1.313,3758.0,,,,True,False,False,False,1,positive
initiative,1267,6.52,1.1993,,4550.0,4247.0,,False,True,True,False,2,positive
jesus,1268,6.52,1.9298,994.0,1072.0,,696.0,True,True,False,True,3,positive
lips,1269,6.52,1.2656,2619.0,2798.0,,624.0,True,True,False,True,3,positive
literature,1270,6.52,1.7984,,793.0,2751.0,,False,True,True,False,2,positive
nights,1271,6.52,1.5151,1535.0,,3913.0,648.0,True,False,True,True,3,positive
phenomenon,1272,6.52,1.1822,,2771.0,,,False,True,False,False,1,positive
planet,1273,6.52,1.555,1779.0,,,1683.0,True,False,False,True,2,positive
poem,1274,6.52,1.581,,2133.0,,,False,True,False,False,1,positive
poet,1275,6.52,1.0736,,2002.0,3667.0,,False,True,True,False,2,positive
prefer,1276,6.52,1.0349,2215.0,3861.0,4170.0,4874.0,True,True,True,True,4,positive
read,1277,6.52,1.581,303.0,488.0,1080.0,682.0,True,True,True,True,4,positive
sang,1278,6.52,1.313,3880.0,,4175.0,1788.0,True,False,True,True,3,positive
soup,1279,6.52,1.6689,1731.0,,,,True,False,False,False,1,positive
surf,1280,6.52,1.3738,4975.0,,,,True,False,False,False,1,positive
swimming,1281,6.52,1.2162,3685.0,,4121.0,2902.0,True,False,True,True,3,positive
videos,1282,6.52,1.581,932.0,,,,True,False,False,False,1,positive
wings,1283,6.52,1.2816,2137.0,4054.0,4997.0,766.0,True,True,True,True,4,positive
world,1284,6.52,1.6567,106.0,125.0,116.0,100.0,True,True,True,True,4,positive
amore,1285,6.51,1.7335,,,,3579.0,False,False,False,True,1,positive
bounce,1286,6.51,1.5017,,,,1164.0,False,False,False,True,1,positive
cultures,1287,6.51,1.6724,,3187.0,,,False,True,False,False,1,positive
eden,1288,6.51,1.5562,,,,4563.0,False,False,False,True,1,positive
interaction,1289,6.51,1.2268,,2078.0,,,False,True,False,False,1,positive
mercedes,1290,6.51,1.9485,,,,4291.0,False,False,False,True,1,positive
velvet,1291,6.51,1.2603,,,,3081.0,False,False,False,True,1,positive
balanced,1292,6.51,1.4384,,4978.0,,,False,True,False,False,1,positive
agriculture,1293,6.5,1.2976,,2014.0,3787.0,,False,True,True,False,2,positive
allies,1294,6.5,1.2495,,3806.0,3519.0,,False,True,True,False,2,positive
americans,1295,6.5,1.6933,2561.0,1630.0,864.0,,True,True,True,False,3,positive
bells,1296,6.5,1.185,,,,1378.0,False,False,False,True,1,positive
chips,1297,6.5,1.3887,2429.0,,4930.0,2709.0,True,False,True,True,3,positive
contribute,1298,6.5,1.359,,3208.0,4372.0,,False,True,True,False,2,positive
couples,1299,6.5,1.1995,,,4745.0,,False,False,True,False,1,positive
cousins,1300,6.5,1.4321,3814.0,,4628.0,,True,False,True,False,2,positive
deals,1301,6.5,1.5811,2107.0,,2638.0,,True,False,True,False,2,positive
determined,1302,6.5,1.5286,,849.0,2242.0,,False,True,True,False,2,positive
eaten,1303,6.5,1.2164,3279.0,,,,True,False,False,False,1,positive
fame,1304,6.5,1.7409,2083.0,3799.0,3736.0,1237.0,True,True,True,True,4,positive
gives,1305,6.5,1.2817,1106.0,823.0,1604.0,1251.0,True,True,True,True,4,positive
hire,1306,6.5,1.3439,4063.0,,4558.0,,True,False,True,False,2,positive
innocence,1307,6.5,1.7291,,,,2038.0,False,False,False,True,1,positive
ipad,1308,6.5,1.8098,1976.0,,,,True,False,False,False,1,positive
leadership,1309,6.5,1.594,4223.0,1833.0,1353.0,,True,True,True,False,3,positive
legend,1310,6.5,1.4321,1942.0,,,3522.0,True,False,False,True,2,positive
lounge,1311,6.5,1.3439,2798.0,,,,True,False,False,False,1,positive
mature,1312,6.5,1.2657,,4824.0,,,False,True,False,False,1,positive
newest,1313,6.5,1.5551,3474.0,,,,True,False,False,False,1,positive
newly,1314,6.5,1.2495,4631.0,3451.0,3191.0,,True,True,True,False,3,positive
performing,1315,6.5,1.3132,3567.0,4633.0,2479.0,,True,True,True,False,3,positive
receive,1316,6.5,1.1112,2520.0,1251.0,1221.0,3025.0,True,True,True,True,4,positive
recipe,1317,6.5,1.4463,2476.0,,,,True,False,False,False,1,positive
roast,1318,6.5,1.4463,4177.0,,,,True,False,False,False,1,positive
starting,1319,6.5,1.0546,641.0,2313.0,1286.0,1660.0,True,True,True,True,4,positive
stunning,1320,6.5,2.1783,4642.0,,,,True,False,False,False,1,positive
tales,1321,6.5,1.594,,4285.0,,3068.0,False,True,False,True,2,positive
elder,1322,6.49,1.309,,4881.0,,,False,True,False,False,1,positive
grows,1323,6.49,1.3559,,4627.0,,1597.0,False,True,False,True,2,positive
herb,1324,6.49,1.7093,,,,4477.0,False,False,False,True,1,positive
illustrations,1325,6.49,1.4012,,3962.0,,,False,True,False,False,1,positive
rays,1326,6.49,1.416,,3892.0,,4506.0,False,True,False,True,2,positive
relevant,1327,6.49,1.0433,,2143.0,,,False,True,False,False,1,positive
sanity,1328,6.49,1.3712,,,,3580.0,False,False,False,True,1,positive
acoustic,1329,6.48,1.4462,4974.0,,,,True,False,False,False,1,positive
always,1330,6.48,1.2493,180.0,217.0,301.0,127.0,True,True,True,True,4,positive
answers,1331,6.48,1.1471,3010.0,2922.0,4038.0,1449.0,True,True,True,True,4,positive
bible,1332,6.48,1.9403,2851.0,2394.0,,3056.0,True,True,False,True,3,positive
boost,1333,6.48,1.2329,3794.0,,,,True,False,False,False,1,positive
clap,1334,6.48,1.6567,,,,1450.0,False,False,False,True,1,positive
dining,1335,6.48,1.7524,,,1126.0,,False,False,True,False,1,positive
electronics,1336,6.48,1.1993,,,3550.0,,False,False,True,False,1,positive
exclusive,1337,6.48,1.4602,3139.0,4008.0,,,True,True,False,False,2,positive
family's,1338,6.48,2.0627,,,,,False,False,False,False,0,positive
gathering,1339,6.48,1.2329,,4437.0,3952.0,,False,True,True,False,2,positive
hehe,1340,6.48,1.6932,951.0,,,,True,False,False,False,1,positive
humble,1341,6.48,1.2974,4440.0,4901.0,,3534.0,True,True,False,True,3,positive
information,1342,6.48,1.0544,1631.0,263.0,325.0,3173.0,True,True,True,True,4,positive
italian,1343,6.48,1.6318,2543.0,2072.0,1824.0,,True,True,True,False,3,positive
library,1344,6.48,1.764,1528.0,1049.0,1267.0,,True,True,True,False,3,positive
mate,1345,6.48,1.7756,2231.0,,,4236.0,True,False,False,True,2,positive
modern,1346,6.48,1.1822,2034.0,535.0,1144.0,2631.0,True,True,True,True,4,positive
offers,1347,6.48,1.555,2099.0,2595.0,1477.0,,True,True,True,False,3,positive
paperbacks,1348,6.48,1.8097,,,4286.0,,False,False,True,False,1,positive
perform,1349,6.48,1.2329,3146.0,2176.0,2124.0,,True,True,True,False,3,positive
poems,1350,6.48,1.568,,2434.0,,,False,True,False,False,1,positive
potatoes,1351,6.48,1.1471,4243.0,,,,True,False,False,False,1,positive
prayer,1352,6.48,2.2061,2596.0,2217.0,,1284.0,True,True,False,True,3,positive
pumpkin,1353,6.48,1.7407,3360.0,,,,True,False,False,False,1,positive
restored,1354,6.48,1.2162,,4014.0,4418.0,,False,True,True,False,2,positive
rights,1355,6.48,1.555,2686.0,571.0,546.0,3053.0,True,True,True,True,4,positive
scholar,1356,6.48,1.1292,,,3558.0,,False,False,True,False,1,positive
screenplay,1357,6.48,1.2329,,,4910.0,,False,False,True,False,1,positive
shopper,1358,6.48,1.4462,,,4845.0,,False,False,True,False,1,positive
sings,1359,6.48,1.787,4051.0,,,1831.0,True,False,False,True,2,positive
soft,1360,6.48,1.2162,1673.0,1895.0,3329.0,1095.0,True,True,True,True,4,positive
starbucks,1361,6.48,1.6932,1870.0,,,,True,False,False,False,1,positive
story,1362,6.48,1.3438,526.0,541.0,718.0,600.0,True,True,True,True,4,positive
supporting,1363,6.48,0.9739,4274.0,3584.0,3359.0,,True,True,True,False,3,positive
video,1364,6.48,1.111,155.0,4628.0,1403.0,2819.0,True,True,True,True,4,positive
instrumental,1365,6.48,1.0104,,,,1303.0,False,False,False,True,1,positive
backyard,1366,6.47,1.6721,,,,4293.0,False,False,False,True,1,positive
drums,1367,6.47,1.5825,,,,2971.0,False,False,False,True,1,positive
virtue,1368,6.47,1.769,,2098.0,,,False,True,False,False,1,positive
activities,1369,6.46,1.2157,,739.0,1859.0,,False,True,True,False,2,positive
athletic,1370,6.46,1.5147,,,2011.0,,False,False,True,False,1,positive
clothes,1371,6.46,1.2324,1321.0,2562.0,2769.0,797.0,True,True,True,True,4,positive
cultivated,1372,6.46,1.3584,,4875.0,,,False,True,False,False,1,positive
forever,1373,6.46,1.4598,939.0,3933.0,1422.0,246.0,True,True,True,True,4,positive
goods,1374,6.46,1.1466,,1086.0,2490.0,,False,True,True,False,2,positive
grass,1375,6.46,1.3881,2905.0,2822.0,4861.0,1503.0,True,True,True,True,4,positive
higher,1376,6.46,1.2157,2351.0,492.0,887.0,794.0,True,True,True,True,4,positive
literary,1377,6.46,1.3584,,1470.0,3014.0,,False,True,True,False,2,positive
london,1378,6.46,1.6315,933.0,361.0,822.0,2517.0,True,True,True,True,4,positive
memory,1379,6.46,1.2811,1284.0,1078.0,729.0,812.0,True,True,True,True,4,positive
mint,1380,6.46,1.3126,4842.0,,,,True,False,False,False,1,positive
nephews,1381,6.46,1.7867,,,1587.0,,False,False,True,False,1,positive
prime,1382,6.46,1.2811,3703.0,2399.0,1055.0,3961.0,True,True,True,True,4,positive
prospect,1383,6.46,1.5012,,4253.0,2628.0,,False,True,True,False,2,positive
reception,1384,6.46,1.1287,,4599.0,3477.0,,False,True,True,False,2,positive
recommended,1385,6.46,1.0343,4705.0,2565.0,3084.0,,True,True,True,False,3,positive
research,1386,6.46,1.0919,1498.0,364.0,411.0,,True,True,True,False,3,positive
resource,1387,6.46,1.5147,,2976.0,,,False,True,False,False,1,positive
resources,1388,6.46,1.1466,3535.0,924.0,1635.0,,True,True,True,False,3,positive
riverside,1389,6.46,1.7049,,,2102.0,,False,False,True,False,1,positive
rocking,1390,6.46,1.4737,3420.0,,,2528.0,True,False,False,True,2,positive
scored,1391,6.46,1.6439,4288.0,,1054.0,,True,False,True,False,2,positive
talking,1392,6.46,1.2324,478.0,1944.0,1452.0,534.0,True,True,True,True,4,positive
believer,1393,6.46,1.5431,,,,4219.0,False,False,False,True,1,positive
functioning,1394,6.46,1.237,,4473.0,,,False,True,False,False,1,positive
poets,1395,6.46,1.6497,,3641.0,,,False,True,False,False,1,positive
boats,1396,6.45,1.2427,,4069.0,,,False,True,False,False,1,positive
remedy,1397,6.45,1.5419,,4537.0,,4485.0,False,True,False,True,2,positive
tender,1398,6.45,1.7207,,3882.0,,1424.0,False,True,False,True,2,positive
aaah,1399,6.44,1.6922,,,,4397.0,False,False,False,True,1,positive
beatles,1400,6.44,2.3313,3797.0,,,,True,False,False,False,1,positive
chance,1401,6.44,1.4165,421.0,1428.0,1016.0,390.0,True,True,True,True,4,positive
coast,1402,6.44,1.3874,1158.0,1538.0,1763.0,1405.0,True,True,True,True,4,positive
draw,1403,6.44,1.402,2478.0,1857.0,2763.0,1804.0,True,True,True,True,4,positive
earth,1404,6.44,1.8201,664.0,673.0,2606.0,529.0,True,True,True,True,4,positive
eats,1405,6.44,1.6433,4370.0,,,4922.0,True,False,False,True,2,positive
effectively,1406,6.44,1.6056,,3037.0,4109.0,,False,True,True,False,2,positive
familiar,1407,6.44,1.2643,4452.0,1797.0,2401.0,2623.0,True,True,True,True,4,positive
fast,1408,6.44,1.2316,693.0,1726.0,2194.0,483.0,True,True,True,True,4,positive
forgive,1409,6.44,1.2803,3713.0,,,1051.0,True,False,False,True,2,positive
gained,1410,6.44,1.5928,,2466.0,2586.0,,False,True,True,False,2,positive
graphics,1411,6.44,1.248,,,,,False,False,False,False,0,positive
improve,1412,6.44,1.5005,1831.0,2322.0,1942.0,,True,True,True,False,3,positive
increases,1413,6.44,1.6056,,1747.0,2125.0,,False,True,True,False,2,positive
infinite,1414,6.44,1.5005,,3341.0,,4313.0,False,True,False,True,2,positive
languages,1415,6.44,1.3577,,2346.0,,,False,True,False,False,1,positive
likely,1416,6.44,1.2149,2035.0,647.0,745.0,,True,True,True,False,3,positive
nap,1417,6.44,1.9183,891.0,,,,True,False,False,False,1,positive
philosophy,1418,6.44,1.3118,,1104.0,3691.0,,False,True,True,False,2,positive
phone,1419,6.44,1.4309,328.0,3291.0,1500.0,622.0,True,True,True,True,4,positive
prince,1420,6.44,1.3426,2663.0,1496.0,2478.0,2240.0,True,True,True,True,4,positive
princes,1421,6.44,1.5928,,4923.0,,,False,True,False,False,1,positive
professional,1422,6.44,1.1634,2578.0,1337.0,1324.0,,True,True,True,False,3,positive
revival,1423,6.44,1.0333,,,4462.0,,False,False,True,False,1,positive
rice,1424,6.44,1.6801,1995.0,3092.0,2805.0,4899.0,True,True,True,True,4,positive
rides,1425,6.44,1.3426,,,,2777.0,False,False,False,True,1,positive
satisfactory,1426,6.44,1.6056,,3116.0,,,False,True,False,False,1,positive
scientific,1427,6.44,1.5274,,1148.0,2710.0,,False,True,True,False,2,positive
scoring,1428,6.44,1.248,,,3856.0,,False,False,True,False,1,positive
sis,1429,6.44,1.3118,1488.0,,,,True,False,False,False,1,positive
soccer,1430,6.44,1.5407,2097.0,,1551.0,,True,False,True,False,2,positive
supermarkets,1431,6.44,1.445,,,,,False,False,False,False,0,positive
support,1432,6.44,1.4309,618.0,413.0,421.0,3499.0,True,True,True,True,4,positive
teachers,1433,6.44,1.2961,3159.0,1156.0,1739.0,4965.0,True,True,True,True,4,positive
teaching,1434,6.44,1.198,2569.0,1164.0,2537.0,,True,True,True,False,3,positive
wage,1435,6.44,1.2961,,2794.0,4324.0,,False,True,True,False,2,positive
whale,1436,6.44,1.567,4722.0,,,,True,False,False,False,1,positive
wink,1437,6.44,1.1457,3647.0,,,4802.0,True,False,False,True,2,positive
wit,1438,6.44,1.514,225.0,,3363.0,382.0,True,False,True,True,3,positive
accept,1439,6.42,1.0708,2811.0,1442.0,1734.0,2327.0,True,True,True,True,4,positive
assist,1440,6.42,1.295,,3512.0,,,False,True,False,False,1,positive
band,1441,6.42,1.553,666.0,2157.0,1348.0,931.0,True,True,True,True,4,positive
chat,1442,6.42,1.1796,490.0,,,4491.0,True,False,False,True,2,positive
composer,1443,6.42,1.401,,,3031.0,,False,False,True,False,1,positive
contribution,1444,6.42,1.4859,,2455.0,3231.0,,False,True,True,False,2,positive
cousin,1445,6.42,1.1265,1994.0,4934.0,3491.0,3368.0,True,True,True,True,4,positive
curves,1446,6.42,1.2304,,3814.0,,,False,True,False,False,1,positive
dates,1447,6.42,1.295,3352.0,4130.0,4083.0,,True,True,True,False,3,positive
delivered,1448,6.42,1.1968,4050.0,2496.0,3600.0,,True,True,True,False,3,positive
environmental,1449,6.42,1.401,,1705.0,1121.0,,False,True,True,False,2,positive
evening,1450,6.42,1.2137,812.0,1204.0,954.0,1257.0,True,True,True,True,4,positive
feed,1451,6.42,1.1968,1470.0,3276.0,,1096.0,True,True,False,True,3,positive
fest,1452,6.42,1.4441,3789.0,,,,True,False,False,False,1,positive
gaming,1453,6.42,1.8745,3857.0,,,,True,False,False,False,1,positive
india,1454,6.42,1.9804,1693.0,760.0,2302.0,,True,True,True,False,3,positive
interests,1455,6.42,1.7738,,922.0,1748.0,,False,True,True,False,2,positive
jazz,1456,6.42,1.4581,2718.0,,1218.0,4231.0,True,False,True,True,3,positive
novelist,1457,6.42,1.7272,,,4112.0,,False,False,True,False,1,positive
panties,1458,6.42,1.9388,,,,4582.0,False,False,False,True,1,positive
partnership,1459,6.42,1.4441,,,2906.0,,False,False,True,False,1,positive
party's,1460,6.42,1.6299,,,,,False,False,False,False,0,positive
portrait,1461,6.42,1.3716,,3937.0,3838.0,,False,True,True,False,2,positive
remember,1462,6.42,1.4859,446.0,1053.0,1457.0,252.0,True,True,True,True,4,positive
residence,1463,6.42,1.2631,,3273.0,3172.0,,False,True,True,False,2,positive
shore,1464,6.42,1.6174,3557.0,2791.0,2780.0,1591.0,True,True,True,True,4,positive
simply,1465,6.42,1.3566,1933.0,718.0,1111.0,1840.0,True,True,True,True,4,positive
stream,1466,6.42,1.4995,2523.0,2141.0,,2608.0,True,True,False,True,3,positive
traveled,1467,6.42,1.3864,,,4519.0,4456.0,False,False,True,True,2,positive
wine,1468,6.42,2.1198,552.0,2480.0,1321.0,825.0,True,True,True,True,4,positive
wondered,1469,6.42,1.2792,,4586.0,,3491.0,False,True,False,True,2,positive
farming,1470,6.42,1.5275,,4869.0,,,False,True,False,False,1,positive
hats,1471,6.41,1.3216,,,,4977.0,False,False,False,True,1,positive
hearted,1472,6.41,1.3832,,,,3878.0,False,False,False,True,1,positive
1980s,1473,6.4,1.8952,,4695.0,,,False,True,False,False,1,positive
actress,1474,6.4,1.7261,4980.0,,3051.0,,True,False,True,False,2,positive
adopt,1475,6.4,1.4708,,3939.0,,,False,True,False,False,1,positive
altogether,1476,6.4,1.3702,,2576.0,,,False,True,False,False,1,positive
architecture,1477,6.4,1.4708,,2844.0,2316.0,,False,True,True,False,2,positive
australia,1478,6.4,1.5908,2111.0,2835.0,2722.0,,True,True,True,False,3,positive
baked,1479,6.4,1.8844,3967.0,,,,True,False,False,False,1,positive
buying,1480,6.4,1.2936,1277.0,4972.0,1930.0,3853.0,True,True,True,True,4,positive
ceremony,1481,6.4,1.5649,,4398.0,2509.0,,False,True,True,False,2,positive
charity,1482,6.4,1.906,2813.0,4479.0,2407.0,,True,True,True,False,3,positive
chicken,1483,6.4,1.6288,864.0,,3119.0,1776.0,True,False,True,True,3,positive
chorus,1484,6.4,1.2617,,,4891.0,88.0,False,False,True,True,2,positive
consciousness,1485,6.4,1.4846,,1598.0,,,False,True,False,False,1,positive
cultivation,1486,6.4,1.1952,,4414.0,,,False,True,False,False,1,positive
dating,1487,6.4,1.4846,2071.0,,,,True,False,False,False,1,positive
deserve,1488,6.4,1.3553,1935.0,,4387.0,1541.0,True,False,True,True,3,positive
destination,1489,6.4,1.4286,,,,3113.0,False,False,False,True,1,positive
documentary,1490,6.4,1.178,4413.0,,3621.0,,True,False,True,False,2,positive
drawings,1491,6.4,1.5119,,,4361.0,,False,False,True,False,1,positive
educational,1492,6.4,1.4846,,1381.0,2427.0,,False,True,True,False,2,positive
electronic,1493,6.4,1.3248,4858.0,3436.0,2333.0,,True,True,True,False,3,positive
equally,1494,6.4,1.5518,,1484.0,3862.0,,False,True,True,False,2,positive
europe,1495,6.4,1.7613,2965.0,761.0,848.0,,True,True,True,False,3,positive
floating,1496,6.4,1.6162,,,,2085.0,False,False,False,True,1,positive
futures,1497,6.4,1.4286,,,3746.0,,False,False,True,False,1,positive
gain,1498,6.4,1.5386,3056.0,1627.0,478.0,2100.0,True,True,True,True,4,positive
generations,1499,6.4,1.3553,,3573.0,3442.0,,False,True,True,False,2,positive
gmail,1500,6.4,1.5908,3291.0,,,,True,False,False,False,1,positive
hills,1501,6.4,1.4142,2969.0,2606.0,1130.0,1931.0,True,True,True,True,4,positive
increasing,1502,6.4,1.2936,,1194.0,2444.0,,False,True,True,False,2,positive
kidding,1503,6.4,1.3702,2061.0,,,,True,False,False,False,1,positive
launch,1504,6.4,1.2936,1799.0,,,,True,False,False,False,1,positive
light,1505,6.4,1.5119,645.0,310.0,928.0,184.0,True,True,True,True,4,positive
mountain,1506,6.4,1.7143,1361.0,1737.0,2309.0,947.0,True,True,True,True,4,positive
participate,1507,6.4,1.2617,,4028.0,3872.0,,False,True,True,False,2,positive
pics,1508,6.4,1.3553,854.0,,,,True,False,False,False,1,positive
playin,1509,6.4,1.807,2403.0,,,1857.0,True,False,False,True,2,positive
poetry,1510,6.4,1.906,3019.0,1578.0,3412.0,3898.0,True,True,True,True,4,positive
possibility,1511,6.4,1.2454,,1498.0,1960.0,,False,True,True,False,2,positive
provide,1512,6.4,1.088,3169.0,574.0,817.0,4581.0,True,True,True,True,4,positive
resolved,1513,6.4,1.4708,,3137.0,4762.0,,False,True,True,False,2,positive
shores,1514,6.4,1.6162,,,,4567.0,False,False,False,True,1,positive
studies,1515,6.4,1.3702,4385.0,443.0,1209.0,,True,True,True,False,3,positive
summer,1516,6.4,2.3905,896.0,1226.0,721.0,590.0,True,True,True,True,4,positive
tennis,1517,6.4,1.4142,1915.0,,1023.0,,True,False,True,False,2,positive
touch,1518,6.4,1.2778,936.0,1996.0,2583.0,304.0,True,True,True,True,4,positive
touched,1519,6.4,1.2289,4952.0,3682.0,2744.0,1519.0,True,True,True,True,4,positive
tradition,1520,6.4,1.6162,,1343.0,2546.0,,False,True,True,False,2,positive
twins,1521,6.4,1.6537,4378.0,,,,True,False,False,False,1,positive
visits,1522,6.4,1.2936,,4390.0,4192.0,,False,True,True,False,2,positive
wages,1523,6.4,1.3401,,2473.0,,,False,True,False,False,1,positive
waves,1524,6.4,1.3997,4175.0,2731.0,,1430.0,True,True,False,True,3,positive
willing,1525,6.4,1.0302,2781.0,2075.0,1699.0,1983.0,True,True,True,True,4,positive
younger,1526,6.4,1.4983,3767.0,2385.0,2327.0,2963.0,True,True,True,True,4,positive
exercised,1527,6.39,1.5848,,4418.0,,,False,True,False,False,1,positive
enabled,1528,6.39,1.3817,,3927.0,,,False,True,False,False,1,positive
greeks,1529,6.39,1.2216,,4761.0,,,False,True,False,False,1,positive
purely,1530,6.39,1.4835,,3230.0,,,False,True,False,False,1,positive
seeds,1531,6.39,1.4974,,4313.0,,2651.0,False,True,False,True,2,positive
sixteen,1532,6.39,1.4835,,4456.0,,2744.0,False,True,False,True,2,positive
softly,1533,6.39,1.525,,,,1972.0,False,False,False,True,1,positive
cradle,1534,6.38,1.6091,,,,3409.0,False,False,False,True,1,positive
80's,1535,6.38,1.713,,,,,False,False,False,False,0,positive
americas,1536,6.38,1.0859,,,3417.0,,False,False,True,False,1,positive
arose,1537,6.38,1.2103,,3735.0,,,False,True,False,False,1,positive
bigger,1538,6.38,1.3981,1993.0,,3165.0,1401.0,True,False,True,True,3,positive
boyfriend,1539,6.38,1.7248,1664.0,,,2385.0,True,False,False,True,2,positive
breath,1540,6.38,1.5765,2334.0,2872.0,,571.0,True,True,False,True,3,positive
committed,1541,6.38,1.4126,,2296.0,1999.0,,False,True,True,False,2,positive
contributing,1542,6.38,1.4831,,,3004.0,,False,False,True,False,1,positive
craft,1543,6.38,1.5765,4889.0,,4923.0,,True,False,True,False,2,positive
designers,1544,6.38,1.4831,,,3890.0,,False,False,True,False,1,positive
development,1545,6.38,1.4968,2461.0,221.0,554.0,,True,True,True,False,3,positive
distinction,1546,6.38,1.2436,,1858.0,4924.0,,False,True,True,False,2,positive
faster,1547,6.38,1.3536,2368.0,4631.0,3998.0,1442.0,True,True,True,True,4,positive
functional,1548,6.38,1.1229,,2536.0,,,False,True,False,False,1,positive
giveaway,1549,6.38,1.783,1894.0,,,,True,False,False,False,1,positive
increased,1550,6.38,1.4693,,602.0,1154.0,,False,True,True,False,2,positive
lamb,1551,6.38,1.2599,3841.0,,,3147.0,True,False,False,True,2,positive
leader,1552,6.38,1.3384,1401.0,1717.0,645.0,3312.0,True,True,True,True,4,positive
lottery,1553,6.38,2.1275,3836.0,,,,True,False,False,False,1,positive
maximum,1554,6.38,1.5238,,1573.0,3461.0,,False,True,True,False,2,positive
meet,1555,6.38,1.2599,521.0,886.0,938.0,484.0,True,True,True,True,4,positive
neighborhood,1556,6.38,1.2919,3602.0,4180.0,526.0,2549.0,True,True,True,True,4,positive
ownership,1557,6.38,1.4126,,3467.0,3178.0,,False,True,True,False,2,positive
painter,1558,6.38,1.0476,,,4469.0,,False,False,True,False,1,positive
played,1559,6.38,1.427,871.0,1640.0,653.0,859.0,True,True,True,True,4,positive
preserve,1560,6.38,1.4968,,3657.0,3623.0,,False,True,True,False,2,positive
purchased,1561,6.38,1.2271,,3916.0,3769.0,,False,True,True,False,2,positive
queens,1562,6.38,1.6646,,,634.0,2843.0,False,False,True,True,2,positive
reasonable,1563,6.38,0.8303,,2052.0,3590.0,,False,True,True,False,2,positive
revenues,1564,6.38,1.4968,,,1955.0,,False,False,True,False,1,positive
rocket,1565,6.38,1.7366,,,,3115.0,False,False,False,True,1,positive
sails,1566,6.38,1.3834,,,,4322.0,False,False,False,True,1,positive
saves,1567,6.38,1.5238,4963.0,,,,True,False,False,False,1,positive
score,1568,6.38,1.0859,1972.0,3244.0,1870.0,2067.0,True,True,True,True,4,positive
seeing,1569,6.38,1.3076,726.0,1732.0,2394.0,1275.0,True,True,True,True,4,positive
silver,1570,6.38,1.9048,1977.0,1681.0,1774.0,1083.0,True,True,True,True,4,positive
skills,1571,6.38,1.5504,2439.0,1929.0,3234.0,3153.0,True,True,True,True,4,positive
sung,1572,6.38,1.2436,,,,2362.0,False,False,False,True,1,positive
tasted,1573,6.38,1.3231,,,,4115.0,False,False,False,True,1,positive
tastes,1574,6.38,1.76,3254.0,,,3992.0,True,False,False,True,2,positive
thinks,1575,6.38,1.2271,904.0,3305.0,3207.0,1510.0,True,True,True,True,4,positive
thought,1576,6.38,1.3384,161.0,212.0,667.0,207.0,True,True,True,True,4,positive
touches,1577,6.38,1.2599,,,,4495.0,False,False,False,True,1,positive
we,1578,6.38,1.3076,46.0,37.0,40.0,20.0,True,True,True,True,4,positive
agricultural,1579,6.38,1.4468,,1609.0,,,False,True,False,False,1,positive
belle,1580,6.37,1.537,,,,4824.0,False,False,False,True,1,positive
explore,1581,6.37,1.3338,,4959.0,,,False,True,False,False,1,positive
sketch,1582,6.37,1.5233,,4897.0,,,False,True,False,False,1,positive
voluntary,1583,6.37,1.2365,,3795.0,,,False,True,False,False,1,positive
acquire,1584,6.36,1.3211,,4255.0,3307.0,,False,True,True,False,2,positive
april,1585,6.36,1.5221,1643.0,940.0,221.0,4585.0,True,True,True,True,4,positive
architect,1586,6.36,1.1386,,,2896.0,,False,False,True,False,1,positive
broadway,1587,6.36,1.3516,,,824.0,4552.0,False,False,True,True,2,positive
calm,1588,6.36,1.6005,2470.0,3842.0,,1533.0,True,True,False,True,3,positive
climbed,1589,6.36,1.3962,,,,3962.0,False,False,False,True,1,positive
colleagues,1590,6.36,1.5748,,3669.0,2035.0,,False,True,True,False,2,positive
curious,1591,6.36,1.2739,1519.0,3085.0,,4209.0,True,True,False,True,3,positive
definite,1592,6.36,1.4675,,2639.0,,,False,True,False,False,1,positive
democracy,1593,6.36,1.7233,,2114.0,2042.0,,False,True,True,False,2,positive
deposit,1594,6.36,1.4813,,4898.0,,,False,True,False,False,1,positive
developed,1595,6.36,1.4813,,663.0,1839.0,,False,True,True,False,2,positive
distinguished,1596,6.36,1.4251,,2010.0,2565.0,,False,True,True,False,2,positive
dressed,1597,6.36,1.1205,2406.0,3534.0,,1390.0,True,True,False,True,3,positive
drink,1598,6.36,1.77,628.0,2412.0,3982.0,568.0,True,True,True,True,4,positive
employment,1599,6.36,1.7815,4164.0,1303.0,3103.0,,True,True,True,False,3,positive
farms,1600,6.36,1.5086,,4581.0,4958.0,,False,True,True,False,2,positive
fashion,1601,6.36,1.8043,1415.0,2329.0,1307.0,2494.0,True,True,True,True,4,positive
gravy,1602,6.36,1.7815,,,,4880.0,False,False,False,True,1,positive
guiding,1603,6.36,1.1021,,,,4235.0,False,False,False,True,1,positive
imagined,1604,6.36,1.495,,4640.0,,,False,True,False,False,1,positive
innocent,1605,6.36,1.3815,3507.0,3924.0,4550.0,1708.0,True,True,True,True,4,positive
